id,response_number,response,prob,logprob
132,1,"

def solve(tuple):
    string = ''
    for i in tuple:
        string += str(i)
    return string",0.7542,-6.770488258415002
132,2,"

def solve(tup):
    string = ''.join(str(i) for i in tup)
    return string",0.7947,-5.056105981088
132,3,"

def solve(tuple):
    string = ''.join(str(i) for i in tuple)
    return string",0.759,-5.7903112133970005
132,4,"

def solve(tup):
    result = """"
    for item in tup:
        result += str(item)
    return result",0.8066,-5.374408741088001
132,5,"

def solve(tup):
    res = ''
    for i in tup:
        res += str(i)
    return res",0.749,-7.225911117065
133,1,"

def solve(nums):
    return sum(filter(lambda x: x < 0, nums))",0.9314,-1.350443770801
133,2,"

def solve(numbers):
    return sum(filter(lambda x: x < 0, numbers))",0.9287,-1.405409158982
133,3,"

def solve(numbers):
    return sum(filter(lambda x: x < 0, numbers))",0.9287,-1.405409158982
133,4,"

def solve(nums):
    return sum(filter(lambda x: x < 0, nums))",0.9314,-1.350443770801
133,5,"

def solve(numbers):
    return sum(filter(lambda x: x < 0, numbers))",0.9287,-1.405409158982
134,1,"

def solve(arr, p):
    for i in range(p):
        arr[-1] = arr[-1] // 2
    if arr[-1] % 2 == 0:
        return ""even""
    else:
        return ""odd""",0.9151,-4.788117244469
134,2,"

def solve(arr, p):
    for i in range(p):
        arr[-1] += 1
    if arr[-1] % 2 == 0:
        return ""Even""
    else:
        return ""Odd""",0.9327,-3.4121866959973004
134,3,"

def solve(arr, p):
    for i in range(p):
        last = arr[-1]
        if last % 2 == 0:
            arr.append(last // 2)
        else:
            arr.append(last * 3 + 1)

    if arr[-1] % 2 == 0:
        return ""even""
    else:
        return ""odd""",0.856,-12.281851439847005
134,4,"

def solve(arr, p):
    for i in range(p):
        arr[-1] = arr[-1] ** 2
    if arr[-1] % 2 == 0:
        return ""Even""
    else:
        return ""Odd""",0.9157,-4.754958259369998
134,5,"

def solve(arr, p):
    for i in range(p):
        arr[-1] = arr[-1] * 2
    if arr[-1] % 2 == 0:
        return ""Even""
    else:
        return ""Odd""",0.9294,-3.9561299515175
135,1,"

def solve(n):
    return n * (2 * n - 1)",0.9308,-1.21844037033
135,2,"

def solve(n):
    return n * (2*n - 1)",0.87,-2.228560266826
135,3,"

def solve(n):
    return n * (2 * n - 1)",0.9308,-1.21844037033
135,4,"

def solve(n):
    return n*(2*n-1)",0.9081,-1.35037422746
135,5,"

def solve(n):
    return n * (2*n - 1)",0.87,-2.228560266826
136,1,"

def solve(units):
    if units <= 50:
        bill = units * 0.50
    elif units <= 100:
        bill = 25 + (units - 50) * 0.75
    elif units <= 200:
        bill = 75 + (units - 100) * 1.20
    elif units <= 300:
        bill = 195 + (units - 200) * 1.50
    else:
        bill = 375 + (units - 300) * 1.80
    return bill",0.9145,-10.8149378914723
136,2,"

def solve(units):
    if units <= 0:
        return ""Invalid input. Units should be a positive integer.""
    elif units <= 50:
        return units * 2.60
    elif units <= 100:
        return 50 * 2.60 + (units - 50) * 3.25
    elif units <= 200:
        return 50 * 2.60 + 50 * 3.25 + (units - 100) * 5.26
    elif units <= 300:
        return 50 * 2.60 + 50 * 3.25 + 100 * 5.26 + (units - 200) * 8.45
    else:
        return 50 * 2.60 + 50 * 3.25 + 100 * 5.26 + 100 * 8.45 + (units - 300) * 11.50",0.8901,-23.27420267403171
136,3,"

def solve(units):
    if units <= 50:
        bill = units * 0.50
    elif units <= 150:
        bill = (50 * 0.50) + ((units - 50) * 0.75)
    elif units <= 250:
        bill = (50 * 0.50) + (100 * 0.75) + ((units - 150) * 1.20)
    else:
        bill = (50 * 0.50) + (100 * 0.75) + (100 * 1.20) + ((units - 250) * 1.50)
    
    return bill",0.9577,-6.143767396323302
136,4,"

def solve(units):
    if units <= 50:
        return units * 0.50
    elif units <= 150:
        return (units - 50) * 0.75 + 25
    elif units <= 250:
        return (units - 150) * 1.20 + 100
    else:
        return (units - 250) * 1.50 + 220",0.933,-6.0984476054530035
136,5,"

def solve(units):
    if units <= 50:
        bill = units * 0.50
    elif units <= 150:
        bill = 50 * 0.50 + (units - 50) * 0.75
    elif units <= 250:
        bill = 50 * 0.50 + 100 * 0.75 + (units - 150) * 1.20
    else:
        bill = 50 * 0.50 + 100 * 0.75 + 100 * 1.20 + (units - 250) * 1.50
    return bill",0.9656,-4.724694650124403
137,1,"

def solve(arr):
    count = 0
    for num in arr:
        if num == 0:
            count += 1
    return count / len(arr)",0.9509,-1.8630463545207
137,2,"

def solve(arr):
    count = 0
    for num in arr:
        if num == 0:
            count += 1
    return count/len(arr)",0.9509,-1.8626794607307
137,3,"

def solve(arr):
    count = 0
    for num in arr:
        if num == 0:
            count += 1
    return count/len(arr)",0.9509,-1.8626794607307
137,4,"

def solve(arr):
    count = 0
    for num in arr:
        if num == 0:
            count += 1
    return count / len(arr)",0.9509,-1.8630463545207
137,5,"

def solve(arr):
    count = 0
    for num in arr:
        if num == 0:
            count += 1
    return count/len(arr)",0.9509,-1.8626794607307
138,1,"

def solve(n):
    if n == 0:
        return False
    while n > 0:
        if n % 2 == 0:
            n = n // 2
        elif n == 1:
            return True
        else:
            return False
    return False",0.9147,-5.526916809224002
138,2,"

def solve(n):
    if n == 0:
        return False
    while n % 2 == 0:
        n = n // 2
    if n == 1:
        return True
    else:
        return False",0.9079,-4.9298225757889975
138,3,"

def solve(n):
    if n == 0:
        return False
    while n > 0:
        if n % 2 == 0:
            n = n // 2
        else:
            n -= 1
    return n == 0",0.86,-8.443554238774002
138,4,"

def solve(num):
    if num == 0:
        return False
    while num > 0:
        if num % 2 == 0:
            num = num // 2
        else:
            if num == 1:
                return True
            else:
                return False
    return False",0.9,-6.8516136536630015
138,5,"

def solve(n):
    if n < 1:
        return False
    while n % 2 == 0:
        n = n // 2
    if n == 1:
        return True
    else:
        return False",0.8503,-8.271179339358
139,1,"

def solve(radius):
    circumference = 2 * 3.14159 * radius
    return circumference",0.927,-1.666972329506
139,2,"

def solve(radius):
    return 2 * math.pi * radius",0.8173,-2.824967374179999
139,3,"

def solve(radius):
    circumference = 2 * 3.14159 * radius
    return circumference",0.927,-1.666972329506
139,4,"

def solve(radius):
    circumference = 2 * 3.14159 * radius
    return circumference",0.927,-1.666972329506
139,5,"

def solve(r):
    return 2 * 3.14159 * r",0.7774,-4.279850296724
140,1,"
def solve(tup):
    # create an empty list to store the singly occurring elements
    singles = []
    # loop through the elements in the tuple list
    for elem in tup:
        # check if the element occurs only once in the tuple list
        if tup.count(elem) == 1:
            # if so, append it to the singles list
            singles.append(elem)
    # return the singles list
    return singles",0.7993,-20.38892284993949
140,2,"

def solve(lst):
    count_dict = {}

    for tup in lst:
        for item in tup:
            if item in count_dict:
                count_dict[item] += 1
            else:
                count_dict[item] = 1

    result = []

    for key, value in count_dict.items():
        if value == 1:
            result.append(key)

    return result",0.8132,-16.335018025252
140,3,"

def solve(tuple_list):
    count_dict = {}
    for tup in tuple_list:
        for elem in tup:
            if elem in count_dict:
                count_dict[elem] += 1
            else:
                count_dict[elem] = 1
    
    single_elems = []
    for key, value in count_dict.items():
        if value == 1:
            single_elems.append(key)
    
    return single_elems",0.8941,-9.741234923031
140,4,"

def solve(tuples):
    singles = []
    for tup in tuples:
        if tuples.count(tup) == 1:
            singles.append(tup)
    return singles",0.8613,-5.376804102877
140,5,"

def solve(tuple_list):
    # create a dictionary to store the count of each element in the tuple list
    count_dict = {}
    # loop through the tuple list
    for tuple in tuple_list:
        # loop through each element in the tuple
        for element in tuple:
            # if the element is already in the dictionary, increase its count by 1
            if element in count_dict:
                count_dict[element] += 1
            # if the element is not in the dictionary, add it with a count of 1
            else:
                count_dict[element] = 1
    # create a list to store the elements that occur singly
    single_elements = []
    # loop through the dictionary
    for key, value in count_dict.items():
        # if the count of the element is 1, add it to the single_elements list
        if value == 1:
            single_elements.append(key)
    # return the single_elements list
    return single_elements",0.9155,-18.09463908985731
141,1,"

def solve(lst):

    for i in range(len(lst)-1,0,-1):
        max_idx = lst.index(max(lst[:i+1]))
        lst[:max_idx+1] = lst[:max_idx+1][::-1]
        lst[:i+1] = lst[:i+1][::-1]
        
    return lst",0.8636,-10.5587141834634
141,2,"

def solve(arr):
    n = len(arr)
    for i in range(n-1,0,-1):
        max_idx = arr.index(max(arr[:i+1]))
        if max_idx != i:
            arr[:max_idx+1] = arr[:max_idx+1][::-1]
            arr[:i+1] = arr[:i+1][::-1]
    return arr",0.9261,-6.3753972071710034
141,3,"

def solve(arr):
    n = len(arr)
    curr = n
    while curr > 1:
        mi = arr.index(max(arr[:curr]))
        arr[:mi+1] = arr[:mi+1][::-1]
        arr[:curr] = arr[:curr][::-1]
        curr -= 1
    return arr",0.8524,-11.495358030977696
141,4,"

def solve(lst):
    n = len(lst)
    for i in range(n-1, 0, -1):
        max_idx = 0
        for j in range(1, i+1):
            if lst[j] > lst[max_idx]:
                max_idx = j
        lst[:max_idx+1] = lst[:max_idx+1][::-1]
        lst[:i+1] = lst[:i+1][::-1]
    return lst",0.9528,-4.835623106355598
141,5,"

def solve(lst):
    n = len(lst)
    for i in range(n-1, 0, -1):
        max_idx = 0
        for j in range(1, i+1):
            if lst[j] > lst[max_idx]:
                max_idx = j
        flip(lst, max_idx)
        flip(lst, i)
    return lst

def flip(lst, idx):
    start = 0
    while start < idx:
        lst[start], lst[idx] = lst[idx], lst[start]
        start += 1
        idx -= 1",0.9119,-11.154126257919302
142,1,"

def solve(list1, list2, list3):
    count = 0
    for i in range(len(list1)):
        for j in range(len(list2)):
            if list1[i] == list2[j]:
                for k in range(len(list3)):
                    if list1[i] == list3[k]:
                        count += 1
    return count",0.9534,-3.6275208151293015
142,2,"

def solve(list1, list2, list3):
    count = 0
    for i in range(len(list1)):
        for j in range(len(list2)):
            for k in range(len(list3)):
                if list1[i] == list2[j] and list2[j] == list3[k]:
                    count += 1
    return count",0.9693,-2.3415040357413
142,3,"

def solve(list1, list2, list3):
    count = 0
    for i in range(len(list1)):
        for j in range(len(list2)):
            for k in range(len(list3)):
                if list1[i] == list2[j] == list3[k]:
                    count += 1
    return count",0.9658,-2.4391444454163
142,4,"

def solve(list1, list2, list3):
    count = 0
    for i in list1:
        for j in list2:
            if i == j:
                for k in list3:
                    if i == k:
                        count += 1
    return count",0.9307,-4.309999112837301
142,5,"

def solve(list1, list2, list3):
    count = 0
    for i in range(len(list1)):
        pair = (list1[i], list2[i], list3[i])
        if pair[0] == pair[1] and pair[1] == pair[2]:
            count += 1
    return count",0.9102,-6.8700139023723015
143,1,"

def solve(tuple):
    count = 0
    for element in tuple:
        if type(element) == list:
            count += 1
    return count",0.9056,-3.3703235081760003
143,2,"

def solve(tup):
    count = 0
    for item in tup:
        if type(item) == list:
            count += 1
    return count",0.9442,-2.007971254679
143,3,"

def solve(tup):
    count = 0
    for item in tup:
        if type(item) == list:
            count += 1
    return count",0.9442,-2.007971254679
143,4,"

def solve(t):
    count = 0
    for item in t:
        if isinstance(item, list):
            count += 1
    return count",0.8745,-4.423943105722
143,5,"

def solve(tuple):
    count = 0
    for item in tuple:
        if isinstance(item, list):
            count += 1
    return count",0.9062,-3.2507693731464995
144,1,"

def solve(arr):
    total = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            total += abs(arr[i] - arr[j])
    return total ",0.878,-5.985279699638999
144,2,"

def solve(arr):
    total = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            total += abs(arr[i] - arr[j])
    return total",0.9517,-2.229407899638999
144,3,"

def solve(arr):
    sum = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            sum += abs(arr[i] - arr[j])
    return sum",0.9646,-1.6229489821669998
144,4,"

def solve(arr):
    sum = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            sum += abs(arr[i] - arr[j])
    return sum",0.9646,-1.6229489821669998
144,5,"

def solve(arr):
    n = len(arr)
    sum = 0
    for i in range(n):
        for j in range(i+1, n):
            sum += abs(arr[i] - arr[j])
    return sum",0.9182,-4.1821943251225
145,1,"

def solve(arr):
    if len(arr) < 2:
        return None
    max_diff = arr[1] - arr[0]
    min_element = arr[0]
    for i in range(1, len(arr)):
        if arr[i] - min_element > max_diff:
            max_diff = arr[i] - min_element
        if arr[i] < min_element:
            min_element = arr[i]
    return max_diff",0.9246,-7.288811697309397
145,2,"

def solve(arr):
    max_diff = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            if abs(arr[i]-arr[j]) > max_diff:
                max_diff = abs(arr[i]-arr[j])
    return max_diff",0.9366,-3.9308418245783
145,3,"

def solve(arr):
    max_diff = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            diff = abs(arr[i] - arr[j])
            if diff > max_diff:
                max_diff = diff
    return max_diff",0.9739,-1.5864528024133002
145,4,"

def solve(arr):
    max_diff = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            if arr[j] - arr[i] > max_diff:
                max_diff = arr[j] - arr[i]
    return max_diff",0.953,-2.8873115779483003
145,5,"

def solve(arr):
    max_diff = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            diff = abs(arr[i] - arr[j])
            if diff > max_diff:
                max_diff = diff
    return max_diff",0.9739,-1.5864528024133002
146,1,"

def solve(string):
    total = 0
    for char in string:
        total += ord(char)
    return total",0.9563,-1.161550155109
146,2,"

def solve(string):
    total = 0
    for char in string:
        total += ord(char)
    return total",0.9563,-1.161550155109
146,3,"

def solve(string):
    total = 0
    for char in string:
        total += ord(char)
    return total",0.9563,-1.161550155109
146,4,"

def solve(string):
    total = 0
    for char in string:
        total += ord(char)
    return total",0.9563,-1.161550155109
146,5,"

def solve(string):
    total = 0
    for char in string:
        total += ord(char)
    return total",0.9563,-1.161550155109
147,1,"

def solve(triangle):
    for i in range(len(triangle)-2, -1, -1):
        for j in range(len(triangle[i])):
            triangle[i][j] += max(triangle[i+1][j], triangle[i+1][j+1])
    return triangle[0][0]",0.9693,-2.0613274989732995
147,2,"

def solve(triangle):
    for i in range(len(triangle)-2, -1, -1):
        for j in range(i+1):
            triangle[i][j] += max(triangle[i+1][j], triangle[i+1][j+1])
    return triangle[0][0]",0.9613,-2.568081227924699
147,3,"

def solve(triangle):
    for i in range(len(triangle)-2, -1, -1):
        for j in range(len(triangle[i])):
            triangle[i][j] += max(triangle[i+1][j], triangle[i+1][j+1])
    return triangle[0][0]",0.9693,-2.0613274989732995
147,4,"

def solve(triangle):
    for i in range(len(triangle)-2, -1, -1):
        for j in range(len(triangle[i])):
            triangle[i][j] += max(triangle[i+1][j], triangle[i+1][j+1])
    return triangle[0][0]",0.9693,-2.0613274989732995
147,5,"

def solve(triangle):
    if len(triangle) == 1:
        return triangle[0][0]
    
    # Loop through the triangle from second to last row
    for i in range(len(triangle)-2, -1, -1):
        # Update each element in the current row with the maximum path sum
        for j in range(len(triangle[i])):
            triangle[i][j] += max(triangle[i+1][j], triangle[i+1][j+1])
    
    # The maximum path sum will be in the first element of the first row
    return triangle[0][0]",0.8055,-28.112241437617772
148,1,"

def solve(num):
    digits = [int(d) for d in str(num)]
    digits.sort(reverse=True)
    first_part = []
    second_part = []
    for d in digits:
        if sum(first_part) < sum(second_part):
            first_part.append(d)
        else:
            second_part.append(d)
    return int("""".join([str(d) for d in first_part])), int("""".join([str(d) for d in second_part]))",0.8796,-12.315374127068102
148,2,"

def solve(n):
    digits = [int(d) for d in str(n)]
    digits.sort(reverse=True)
    first_part = int("""".join(str(d) for d in digits[::2]))
    second_part = int("""".join(str(d) for d in digits[1::2]))
    return first_part + second_part",0.8694,-9.798830689301
148,3,"

def solve(n):
    digits = [int(d) for d in str(n)]
    digits.sort(reverse=True)
    first_part = int("""".join(str(d) for d in digits[::2]))
    second_part = int("""".join(str(d) for d in digits[1::2]))
    return first_part + second_part",0.8694,-9.798830689301
148,4,"

def solve(num):
    num = str(num)
    digits = [int(d) for d in num]
    digits.sort()
    first_part = int("""".join([str(d) for d in digits[-2:]]))
    second_part = int("""".join([str(d) for d in digits[:-2]]))
    return first_part + second_part",0.7926,-17.428822595091003
148,5,"

def solve(num):
    num_str = str(num)
    mid = len(num_str) // 2
    left = int(num_str[:mid])
    right = int(num_str[mid:])
    return left + right",0.8403,-7.829056170487897
149,1,"

def solve(arr):
    longest = []
    for i in range(len(arr)):
        subseq = [arr[i]]
        for j in range(i+1, len(arr)):
            if abs(arr[j]-subseq[-1]) == 1:
                subseq.append(arr[j])
            else:
                break
        if len(subseq) > len(longest):
            longest = subseq
    return longest",0.9048,-8.506992644071195
149,2,"

def solve(arr):
    max_len = 0
    curr_len = 1

    for i in range(1, len(arr)):
        if abs(arr[i] - arr[i-1]) == 1:
            curr_len += 1
        else:
            max_len = max(max_len, curr_len)
            curr_len = 1

    max_len = max(max_len, curr_len)

    return max_len",0.8831,-11.063342499508003
149,3,"

def solve(arr):
    longest = []
    current = []
    prev = None
    
    for num in arr:
        if prev is None or abs(num - prev) == 1:
            current.append(num)
        else:
            if len(current) > len(longest):
                longest = current
            current = [num]
        prev = num
    
    if len(current) > len(longest):
        longest = current
    
    return longest",0.8591,-13.824064551573992
149,4,"

def solve(nums):
    l = len(nums)
    if l == 0:
        return 0
    dp = [1] * l
    for i in range(1, l):
        for j in range(i):
            if nums[i] == nums[j] + 1 or nums[i] == nums[j] - 1:
                dp[i] = max(dp[i], dp[j] + 1)

    return max(dp)",0.8161,-19.107870361485997
149,5,"

def solve(arr):
    dp = [1] * len(arr)
    for i in range(len(arr)):
        for j in range(i):
            if abs(arr[i] - arr[j]) == 1:
                dp[i] = max(dp[i], dp[j] + 1)
    return max(dp)",0.9211,-5.344025111555001
150,1,"

def solve(num):
    if num == 0:
        return True
    elif num % 2 == 0:
        return False
    else:
        return True",0.8265,-6.860767803413001
150,2,"

def solve(n):
    if n == 0:
        return True
    elif n == 1:
        return False
    else:
        i = 1
        while True:
            if n == i:
                return True
            elif n == -i:
                return True
            else:
                i += 1",0.7879,-16.450711355503
150,3,"

def solve(number):
    i = 1
    while True:
        if number == i:
            return True
        elif number < i:
            return False
        else:
            i *= 2",0.8691,-6.033004620153998
150,4,"

def solve(number):
    i = 1
    while True:
        if number == i:
            return True
        else:
            i += 1
    return False",0.7871,-8.85751446733
150,5,"
def solve(n):
    i = 1
    while True:
        if i == n:
            return True
        i += 1",0.7722,-7.754662195130001
151,1,"

def solve(a, b):
    for i in range(2, min(a, b) + 1):
        if a % i == 0 and b % i == 0:
            return False
    return True",0.9344,-3.1872919244694997
151,2,"

def solve(num1, num2):
    for i in range(2, min(num1, num2) + 1):
        if num1 % i == 0 and num2 % i == 0:
            return False
    return True",0.9551,-2.4368652532697004
151,3,"

def solve(num1, num2):
    if num1 == 0 or num2 == 0:
        return False
    while num1 != num2:
        if num1 > num2:
            num1 = num1 - num2
        else:
            num2 = num2 - num1
    if num1 == 1:
        return True
    else:
        return False",0.9333,-5.797729875809
151,4,"

def solve(number1, number2):
    # find the smaller number
    if number1 < number2:
        smaller = number1
    else:
        smaller = number2
    
    # loop through the numbers from 2 to smaller
    for i in range(2, smaller+1):
        # check if both numbers are divisible by i
        if number1 % i == 0 and number2 % i == 0:
            # if they are, return False (not co-prime)
            return False
    # if the loop finishes without returning False, return True (co-prime)
    return True",0.8087,-27.600931811672517
151,5,"

def solve(num1, num2):
    for i in range(2, min(num1, num2) + 1):
        if num1 % i == 0 and num2 % i == 0:
            return False
    return True",0.9551,-2.4368652532697004
152,1,"

def solve(arr):
    if len(arr) <= 1:
        return arr
    
    mid = len(arr) // 2
    left = arr[:mid]
    right = arr[mid:]
    
    left = solve(left)
    right = solve(right)
    
    return merge(left, right)
    
def merge(left, right):
    result = []
    i = 0
    j = 0
    
    while i < len(left) and j < len(right):
        if left[i] < right[j]:
            result.append(left[i])
            i += 1
        else:
            result.append(right[j])
            j += 1
    
    while i < len(left):
        result.append(left[i])
        i += 1
        
    while j < len(right):
        result.append(right[j])
        j += 1
        
    return result",0.9478,-9.384627566782598
152,2,"

def solve(arr):
    if len(arr) <= 1:
        return arr
    
    mid = len(arr) // 2
    left = arr[:mid]
    right = arr[mid:]
    
    left = solve(left)
    right = solve(right)
    
    return merge(left, right)

def merge(left, right):
    result = []
    i = j = 0
    
    while i < len(left) and j < len(right):
        if left[i] < right[j]:
            result.append(left[i])
            i += 1
        else:
            result.append(right[j])
            j += 1
            
    result.extend(left[i:])
    result.extend(right[j:])
    
    return result",0.9348,-9.775618490069595
152,3,"

def merge_sort(array):
    if len(array) > 1:
        mid = len(array) // 2
        left = array[:mid]
        right = array[mid:]

        merge_sort(left)
        merge_sort(right)

        i = j = k = 0

        while i < len(left) and j < len(right):
            if left[i] < right[j]:
                array[k] = left[i]
                i += 1
            else:
                array[k] = right[j]
                j += 1
            k += 1

        while i < len(left):
            array[k] = left[i]
            i += 1
            k += 1

        while j < len(right):
            array[k] = right[j]
            j += 1
            k += 1

    return array

def solve(array):
    return merge_sort(array)",0.949,-9.680595238401494
152,4,"

def solve(arr):
    if len(arr) > 1:
        mid = len(arr) // 2
        left = arr[:mid]
        right = arr[mid:]

        solve(left)
        solve(right)

        i = j = k = 0

        while i < len(left) and j < len(right):
            if left[i] < right[j]:
                arr[k] = left[i]
                i += 1
            else:
                arr[k] = right[j]
                j += 1
            k += 1

        while i < len(left):
            arr[k] = left[i]
            i += 1
            k += 1

        while j < len(right):
            arr[k] = right[j]
            j += 1
            k += 1

    return arr ",0.9581,-7.370414378507599
152,5,"

def solve(arr):
    
    if len(arr) > 1:
        
        mid = len(arr) // 2
        
        left = arr[:mid]
        right = arr[mid:]
        
        solve(left)
        solve(right)
        
        i = j = k = 0
        
        while i < len(left) and j < len(right):
            
            if left[i] < right[j]:
                
                arr[k] = left[i]
                i += 1
                
            else:
                
                arr[k] = right[j]
                j += 1
                
            k += 1
            
        while i < len(left):
            
            arr[k] = left[i]
            i += 1
            k += 1
            
        while j < len(right):
            
            arr[k] = right[j]
            j += 1
            k += 1
            
    return arr",0.9353,-12.043259779910896
153,1,"

def solve(a, b, c):
    x = -b / (2 * a)
    y = (a * x**2) + (b * x) + c
    return (x, y)",0.9256,-3.5558045744589997
153,2,"

def solve(a, b, c):
    x = -b / (2 * a)
    y = a * x ** 2 + b * x + c
    return (x, y)",0.9293,-3.1530535926490018
153,3,"

def solve(a, b, c):
    x = -b / (2 * a)
    y = a * x ** 2 + b * x + c
    return (x, y)",0.9293,-3.1530535926490018
153,4,"

def solve(a, b, c):
    x = -b / (2 * a)
    y = a * (x ** 2) + b * x + c
    return (x, y)",0.9124,-4.124310910207001
153,5,"

def solve(a, b, c):
    x = -b / (2 * a)
    y = a * x ** 2 + b * x + c
    return (x, y)",0.9293,-3.1530535926490018
154,1,"

def solve(two_d_list, elements):
    result = []
    for row in two_d_list:
        for element in elements:
            result.append(row[element])
    return result",0.8463,-6.172515895227998
154,2,"

def solve(lst, indices):
    result = []
    for i in indices:
        for j in range(len(lst)):
            result.append(lst[j][i])
    return result",0.8735,-4.869875318364999
154,3,"

def solve(list, elements):
    result = []
    for i in range(len(list)):
        for j in range(len(list[i])):
            if list[i][j] in elements:
                result.append(list[i][j])
    return result",0.873,-6.6527513766710005
154,4,"

def solve(lst, indices):
    result = []
    for i in range(len(lst)):
        for j in range(len(lst[i])):
            if (i,j) in indices:
                result.append(lst[i][j])
    return result",0.905,-4.792513785238703
154,5,"

def solve(two_dim_list, indices):
    result = []
    for row in two_dim_list:
        for i in indices:
            result.append(row[i])
    return result",0.8333,-6.745384679992998
155,1,"

def solve(n):
    mask = 0b0101010101010101
    return n ^ mask",0.7702,-6.006166280759999
155,2,"

def solve(num):
    result = 0
    pos = 0
    while(num>0):
        if(num & 1):
            result ^= (1<<pos)
        num = num >>1
        pos += 2
    return result",0.6331,-24.68280185434
155,3,"

def solve(num):
  mask = 0b10101010101010101010101010101010 #create mask with all even bits set to 1
  return num ^ mask #use bitwise XOR to toggle all even bits",0.706,-16.713541164818
155,4,"

def solve(num):
    result = 0
    i = 0
    while num:
        bit = num & 1
        if bit == 0 and i % 2 == 1:
            bit = 1
        elif bit == 1 and i % 2 == 0:
            bit = 0
        result |= bit << i
        i += 1
        num >>= 1
    return result",0.8317,-17.141477490221998
155,5,"

def solve(n):
    mask = 0xAAAAAAAA
    return (n ^ mask)",0.7319,-6.241333414809999
156,1,"

def solve(tuple_str):
    tuple_int = tuple(map(int, tuple_str))
    return tuple_int",0.8902,-2.443267671238
156,2,"

def solve(tuple_str):
    tuple_int = tuple(int(val) for val in tuple_str)
    return tuple_int",0.8322,-4.409340222663
156,3,"

def solve(tuple_of_strings):
    tuple_of_integers = tuple(map(int, tuple_of_strings))
    return tuple_of_integers",0.873,-3.667712966531999
156,4,"

def solve(tup):
    return tuple(int(val) for val in tup)",0.7883,-4.043322029258
156,5,"

def solve(tuple_str):
    tuple_int = tuple(int(i) for i in tuple_str)
    return tuple_int",0.8703,-3.334641578234
157,1,"

def solve(lst):
    result = []
    count = 1
    for i in range(len(lst)):
        if i == len(lst)-1:
            result.append((lst[i], count))
            break
        if lst[i] == lst[i+1]:
            count += 1
        else:
            result.append((lst[i], count))
            count = 1
    return result",0.8984,-8.7869207355636
157,2,"

def solve(lst):
    result = []
    for i in range(len(lst)):
        if i == 0:
            result.append(lst[i])
            result.append(1)
        else:
            if lst[i] == lst[i-1]:
                result[-1] += 1
            else:
                result.append(lst[i])
                result.append(1)
    return result",0.923,-6.171668632663696
157,3,"

def solve(lst):
    result = []
    count = 1
    for i in range(len(lst)-1):
        if lst[i] == lst[i+1]:
            count += 1
        else:
            result.append((count, lst[i]))
            count = 1
    result.append((count, lst[-1]))
    return result",0.9345,-4.948886320784899
157,4,"

def solve(lst):
    result = []
    count = 1
    for i in range(len(lst)-1):
        if lst[i] == lst[i+1]:
            count += 1
        else:
            result.append((lst[i], count))
            count = 1
    result.append((lst[-1], count))
    return result",0.9375,-4.713067523581401
157,5,"

def solve(lst):
    result = []
    count = 1
    for i in range(len(lst)-1):
        if lst[i] == lst[i+1]:
            count += 1
        else:
            result.append((lst[i], count))
            count = 1
    result.append((lst[-1], count))
    return result",0.9375,-4.713067523581401
158,1,"

def solve(elements):
    n = len(elements)
    operations = 0
    target = sum(elements) // n
    for num in elements:
        operations += abs(num - target)
    return operations",0.6543,-18.237365570924993
158,2,"

def solve(k, nums):
    nums.sort()
    count = 0
    while nums[-1] != nums[0]:
        nums[-1] -= 1
        nums.sort()
        count += 1
        if count == k:
            return count
    return count",0.8054,-12.984092002313004
158,3,"

def solve(nums, k):
    min_val = min(nums)
    max_val = max(nums)
    count = 0
    while min_val != max_val:
        count += 1
        for i in range(len(nums)):
            if nums[i] == max_val:
                nums[i] = min_val
        max_val = max(nums)
    if count <= k:
        return count
    else:
        return -1",0.8243,-17.390469432449006
158,4,"

def solve(nums, k):
    target = min(nums)
    count = 0
    for num in nums:
        count += num - target
    if count % k == 0:
        return count // k
    else:
        return -1",0.8439,-9.162275990643002
158,5,"

def solve(arr, k):
    operations = 0
    while len(set(arr)) > 1:
        max_val = max(arr)
        min_val = min(arr)
        diff = max_val - min_val
        operations += diff
        arr[arr.index(max_val)] = min_val
    return operations * k",0.807,-14.366429795198602
